Var1,Var2,Var3,Var4,,,,
13524,474.71,1245.1,334.22,6397.7,3000,147.28,1
13525,366.49,1209.8,334.22,5927.2,3000,177.29,1
13527,225.24,936.98,262.84,7562.2,3000,107.28,1
13528,187.44,951.62,262.84,8403.5,3000,115.72,1
13529,2670.3,3264.3,117.96,5408.7,3000,144.78,1
13530,2620.2,3248,117.96,12365,3000,143.95,1
13531,2675.6,3295.9,117.96,3761.6,3000,91.907,1
13531,1572.8,5907.3,-58.795,4792.2,3000,131.96,0
13532,2616.5,3235.8,117.96,7969.7,3000,143.51,1
13532,1520.2,5856.8,-58.795,6992.7,3000,175.06,0
13533,1487.5,5966.5,-58.795,4042.5,3000,113.21,0
13533,5945.3,2956.2,-135.56,6653.2,3000,148.14,0
13534,5979.8,2988.8,-135.56,8678.9,3000,147.39,0
13535,469.32,1263.6,213.12,4297.4,3000,154.58,1
13536,487.31,1331.5,213.12,5283.8,3000,105.38,1
13536,3427.6,2506.3,61.559,5157.1,3000,198.16,1
13537,483.78,1294.3,213.12,8074,3000,126.7,1
13537,5024,2631.4,208.67,6578.4,3000,119.19,1
13538,475.57,1327.9,213.12,8935.3,3000,119.77,1
13538,2226.4,2267.8,204.89,11406,3000,116.34,1
13539,462.34,1310.1,213.12,6066,3000,150.67,1
13539,2187.5,2265.7,204.89,12071,3000,125.94,1
13543,3825.1,2486,55.658,8764.2,3000,130.69,1
13544,3883.7,2460.7,55.658,8140.2,3000,147.21,1
13546,503.83,1330.6,277.43,6550.6,3000,154.34,1
13547,462.36,1274.1,277.43,8267.1,3000,136.03,1
13547,3368,2577.6,117.53,5126.6,3000,143.34,1
13549,2452.2,2970.1,-112.11,7591.9,3000,144.56,0
13549,1391.5,5498,507.7,4039.9,3000,186.72,1
13550,2418.3,3010.3,-112.11,5846.9,3000,178.13,1
13551,2036.7,3635.8,136.12,6887.9,3000,151.56,1
13554,2446.4,2985.6,-89.357,13066,3000,153.1,0
13555,2435.5,2975.2,-89.357,7397.1,3000,187.73,0
13556,2466.5,3006,-89.357,8097.6,3000,168.98,0
13556,3432.7,1367.7,-311.31,6357.8,3000,143,0
13557,2431.6,2960.1,-89.357,10817,3000,161.33,0
13558,291.92,1007.5,225.29,4606.3,3000,80.895,1
13561,3425.8,1361.1,-398.53,6930.7,3000,117.94,0
13562,3409.8,1345.9,-398.53,12880,3000,128.29,0
13563,3447.9,1319.7,-398.53,7281.6,3000,169.01,0
13563,3034.2,1941,-211.08,17823,3000,124.68,0
13564,3052.6,1962.8,-211.08,24324,3000,148.18,1
13565,3104.3,1884.3,-211.08,14918,3000,124.35,0
13573,5630.5,2870.4,-98.321,7336.4,3000,127.7,0
13573,2671.4,2417.6,136.4,8641.5,3000,108.71,1
13574,2667.4,2449.9,136.4,6052,3000,115.17,1
13576,2661.9,2370.8,186.82,12958,3000,130.66,1
13584,1595.1,4786.1,302.9,3677.1,3000,189.87,1
13585,1594.6,4742,302.9,11741,3000,133.25,1
13590,3179.8,2863,209.89,10443,3000,144.11,1
13591,3211.2,2862.7,209.89,11108,3000,112.71,1
13593,2198,2290,167.88,12093,3000,124.49,1
13594,2181,2314.1,167.88,6849.3,3000,137.28,1
13595,3459.7,1566.4,-411.09,7488.4,3000,152.46,0
13595,1891.6,3933.9,179.02,14204,3000,137.06,1
13596,3410.9,1526.5,-411.09,6009.2,3000,112.81,0
13596,1882.8,3934.2,179.02,9074.4,3000,135.46,1
13596,1561.7,5891.9,-160.64,4860.9,3000,131.82,0
13598,164.99,1007.3,295.08,3848.3,3000,105.78,1
13598,2224.6,3388.2,27.372,6029.8,3000,113.98,1
13598,3157.6,2888.8,120.5,7639.3,3000,126.73,1
13599,120.79,953.99,295.08,6077.6,3000,161.85,1
13599,5458,2768,-132.32,5581.5,3000,189.64,0
13600,117.4,936.5,295.08,6341.4,3000,126.9,1
13601,138.29,892.63,295.08,6138.8,3000,121.29,1
13601,5130.6,2692.8,-231.13,6660.4,3000,131.63,0
13602,1946.8,3830.8,148.15,5596.1,3000,105.1,1
13604,1546.4,1923.6,285.85,4437.3,3000,105.99,1
13606,4198.2,2548.7,-19.245,4059.4,3000,185.15,0
13607,4147.2,2454.1,-19.245,5497.2,3000,205.48,0
13609,4156.7,2538.2,8.6884,3129.1,3000,214.09,0
13610,3499,2456.8,-5.3695,6840.9,3000,183.03,1
13611,3541.8,2500.4,-5.3695,9470.7,3000,145.48,1
13612,4389.4,2552.5,124.09,10102,3000,137.99,1
13613,4160.1,2553.7,179.82,8844.3,3000,162.09,1
13614,4204.4,2556.6,179.82,4738.5,3000,101.84,1
13618,3421,2441.7,69.782,9888,3000,138.38,0
13619,3334.8,2470.2,69.782,11217,3000,152.26,1
13619,4171.9,2571.9,149.46,6650.2,3000,137.01,1
13620,4150.4,2552.5,149.46,12677,3000,123.27,1
13621,4267.9,2559.9,149.46,18029,3000,169.91,1
13622,4320.7,2540.2,149.46,12768,3000,155.38,1
13623,4412.1,2562.2,149.46,10629,3000,143.89,1
13625,2143.2,3426.3,69.85,10392,3000,142.02,1
13626,2148.8,3452.7,69.85,9848.2,3000,162.96,1
13627,4372.4,2499.1,134.36,3667.4,3000,158.9,1
13629,2370.2,2328.3,135.34,11804,3000,144.75,1
13630,2358.6,2321.8,135.34,12323,3000,131.18,1
13631,2377,2345.6,135.34,12758,3000,134.82,1
13641,2678.9,2415.1,294.62,4213.8,3000,171.59,1
13642,2854.2,2451.8,128.12,3670.6,3000,175.25,1
13643,2850.6,2451.8,128.12,9196.9,3000,122.6,1
13644,2868,2428.5,128.12,13777,3000,129.2,1
13645,2880.7,2436.5,128.12,11859,3000,135.42,1
13646,2808,2440.9,128.12,7969.7,3000,145.88,1
13646,6140.7,3423.5,265.43,5452.9,3000,125.01,1
13647,6146.9,3414.5,265.43,4409.4,3000,134.52,1
13657,3519.2,2381.8,-43.186,3840.1,3000,125.06,0
13659,5872.3,3190.7,189.18,9913.6,3000,128.4,1
13660,5935.8,3206.2,189.18,9564.2,3000,131.58,1
13660,3487,1133.4,-522.32,7431,3000,132.66,0
13661,5945,3210.3,189.18,4475.8,3000,131.48,1
13661,3483.8,2371.4,-522.32,3663.2,3000,153.07,1
13663,1902.4,2175.9,350.35,3507.1,3000,138.47,1
13663,5916.3,3215,174.2,8209.1,3000,105.8,1
13664,1890.5,2144.6,350.35,6451.9,3000,112.06,1
13664,5878.2,3208.1,174.2,10346,3000,121.86,1
13664,31.538,898.74,322.45,5150,3000,136.58,1
13667,4166.1,2506.9,-61.758,4677.7,3000,182.5,1
13668,4171.3,2482.9,-61.758,6851.6,3000,190.45,0
13671,1877.5,2187.7,203.52,6511.8,3000,154.27,1
13676,3464.8,1561.3,-333.92,13031,3000,128.56,0
13678,3475.7,827.14,-436.93,6595.3,3000,144.18,0
13681,2129.4,3516.3,33.444,10540,3000,139.51,1
13683,5200.5,2674.5,212.81,6694.7,3000,121.36,1
13684,5212,2691.6,212.81,8059.8,3000,124.19,1
13684,1760.1,4300,142.11,5505.7,3000,166.78,1
13686,1776.6,4232.1,191.71,10346,3000,123.69,1
13687,1803.2,4219.8,191.71,15017,3000,102.94,1
13688,2541.7,3317,157.68,6774.9,3000,133.43,1
13689,1632,4501.9,105.38,5153,3000,158.97,1
13690,1698.9,4399.6,105.38,14002,3000,195.57,1
13691,1748.7,4349,105.38,12383,3000,174.11,1
13692,1766.7,4252.5,105.38,4815.1,3000,146.24,1
13696,1788.3,4236.4,138.34,12623,3000,115.8,1
13697,1775.1,4228.3,138.34,13013,3000,130.86,1
13699,2430.9,2965.6,-69.001,4351.7,3000,185.59,0
13704,1752.1,4097.1,336.61,4365.8,3000,149.79,1
13704,3315.5,2706.9,177.41,6006.8,3000,126.05,1
13705,3344.7,2676.6,177.41,15691,3000,123.01,1
13705,1419,5732.9,548.92,3616.2,3000,209.98,1
13706,3312.8,2677.1,177.41,9408.8,3000,122.42,1
13706,2686.2,3235.9,198.82,8392.4,3000,128.47,1
13709,1625.6,4726.6,281.63,9749.1,3000,141.73,1
13710,1594.1,4787,281.63,3842.5,3000,225.58,1
13711,3310.6,2732.3,196.66,3909,3000,93.171,1
13712,3288.9,2678.1,196.66,3932.9,3000,87.398,0
13713,3238.3,2765.2,196.66,6731.2,3000,144.28,1
13713,1649.5,4617.6,525.32,4056.5,3000,195.62,1
13714,1623,4646,525.32,6880.9,3000,176.78,1
13715,1589.9,4724.7,525.32,2.41E+10,3000,-130.85,1
13719,5623.5,2994.1,208.04,6824.7,3000,136.58,1
13720,5685.9,2897.4,208.04,4175.1,3000,128.41,1
13724,1726.7,4334.9,105.97,11211,3000,119.68,1
13724,1454.2,5194.2,496.18,6233.8,3000,202.12,1
13725,1512.1,5263,496.18,9158.9,3000,191.83,1
13726,1485.4,5268.5,496.18,7835.2,3000,195.09,1
13727,1496.6,5260.9,496.18,6318.1,3000,172.94,1
13727,3044.4,3002.4,158.3,10837,3000,115.36,1
13728,3025.9,3038.5,158.3,13938,3000,129.82,1
13729,3150.9,1847,158.3,13428,3000,102.34,0
13730,3125.3,1857.1,158.3,11449,3000,124.41,0
13732,3189.4,1888.3,-283.32,5716.1,3000,144.65,0
13732,3441.7,1007.3,-320.74,8750.2,3000,147.33,0
13732,2032.5,3645.3,138.01,11773,3000,114.43,1
13733,2010.6,3669.3,138.01,13104,3000,122.99,1
13733,4206.7,2520.9,-0.13077,6693.1,3000,197.1,1
13733,3733.9,534.5,-637,3140.9,3000,267.58,0
13734,4295.5,2495.3,-0.13077,4634.7,3000,120.82,0
13734,3774,525.95,-637,2934.8,3000,-58.995,0
13734,1478.9,5218.7,256.48,5588.4,3000,168.83,1
13735,1448,5238.2,256.48,9274.3,3000,147.89,1
13736,1471.1,5287.9,256.48,4217,3000,160.01,1
13742,6160.7,3073.1,-174.96,6306.8,3000,72.097,0
13743,6209,3095.8,-174.96,9427.8,3000,136.06,0
13743,2608.9,2672.8,-94.796,5676.4,3000,138.48,0
13744,6181,3047.7,-174.96,10297,3000,136.06,0
13744,2615.6,2678.6,-94.796,3331.7,3000,218.64,0
13744,2351.3,3319.7,124.45,3777.3,3000,175.07,1
13745,6195,3049.2,-174.96,8448.2,3000,132.05,0
13746,6141.9,3099.5,-174.96,5894.8,3000,160.27,0
13746,1526.1,5291.9,160.3,6959.7,3000,217.9,1
13749,2241.1,3358.1,19.119,3790.2,3000,182.89,1
13754,2263,3278,-32.484,4151.5,3000,97.805,1
13759,2204.5,3313.3,11.439,11241,3000,131.99,1
13760,2219.9,3335,11.439,10827,3000,150.05,1
13761,2222,3344.6,11.439,11108,3000,139.59,1
13762,2228.3,3350.8,11.439,8464.7,3000,155.77,1
13763,2229.5,3343.4,11.439,8064.5,3000,113.9,1
13766,5780.9,3013.2,230.02,4653,3000,107.67,1
13767,2056.3,3860.8,168.43,13627,3000,134.67,1
13768,2063.4,3836.7,168.43,8261.1,3000,117.36,1
13769,3022.2,2447.2,146.31,5947.3,3000,117.09,1
13770,3004.3,2434.4,146.31,11227,3000,160.94,1
13772,5670.1,2988,159,3391.7,3000,152.45,1
13773,5703.5,3026,159,8290.9,3000,148.66,1
13773,2056.7,3820.4,165.75,5617.8,3000,140.96,1
13773,3019.9,2450.2,168.86,15240,3000,133.75,1
13774,5737.5,3050.6,159,14386,3000,109.66,1
13774,2050,3845.7,165.75,13743,3000,131.7,1
13774,2994.6,2361.2,168.86,10867,3000,150.56,0
13775,5661.5,3012.2,159,11094,3000,170.76,1
13775,2064.4,3831.1,165.75,15049,3000,122.66,1
13775,3028.7,2480.9,168.86,13185,3000,132.74,1
13776,5694.6,2994.1,159,13197,3000,151.97,1
13776,2099.8,3830.5,165.75,14080,3000,119.55,1
13777,5734.2,3039.6,159,5433.2,3000,96.053,1
13777,2055.3,3841.2,165.75,13677,3000,139.46,1
13780,2068.2,3864.3,161.46,9799.6,3000,140.22,1
13781,2668.6,2619.4,-109.27,8838.5,3000,134.73,0
13781,5671.3,2975.3,126.88,8758,3000,193.5,1
13782,2657.4,2610.8,-109.27,4644.7,3000,192.92,0
13782,5743.7,3057.1,126.88,11186,3000,214.17,1
13782,2026.2,3886.2,52.929,6300.5,3000,146.94,1
13784,2856.6,2124,-206.57,8014.7,3000,114.12,0
13785,3754,2464.3,128.81,4840.3,3000,113.42,1
13786,3743.5,2482.9,128.81,13073,3000,143.2,1
13787,3750.4,2502.7,128.81,13656,3000,129.21,1
13787,5486.4,2792.8,-120.89,9395.3,3000,135.12,0
13788,3718.2,2492.4,128.81,10364,3000,151.05,0
13788,5509.4,2868.3,-120.89,7993.9,3000,143.94,0
13788,3150.3,1883.9,-337.53,11434,3000,145.77,0
13789,3733.8,2463.3,128.81,5115.8,3000,124.7,1
13789,5453,2808.3,-120.89,6697,3000,168.34,0
13790,5493.6,2812.1,-120.89,9229.8,3000,153.78,0
13791,5504.5,2804.9,-120.89,10213,3000,158.8,0
13792,6005.5,3239.2,186.88,10138,3000,100.15,1
13793,5976.8,3268,186.88,8136.3,3000,126.98,1
13793,1971.1,3973.2,77.473,1.15E+11,3000,-113.88,1
13794,5522.9,2777,-80.86,3530.4,3000,155.45,0
13797,3527.9,904.99,-462.5,7083.3,3000,176.28,0
13798,3509.6,896.13,-462.5,7844.1,3000,163.57,0
13798,2215.9,3394.8,71.585,12193,3000,144.12,1
13798,3714.3,2461,50.79,9796.4,3000,170.87,1
13799,3468.7,870.97,-462.5,9561.3,3000,143.82,0
13799,2234.5,3390.7,71.585,8796.9,3000,177.33,1
13799,3652.7,2490.7,50.79,6680.2,3000,122.01,1
13800,3500,894.61,-462.5,8897.9,3000,147.04,0
13800,2209.5,3284.7,71.585,4501.7,3000,150.1,0
13801,3438.3,924.41,-462.5,6078,3000,110.16,0
13801,5986.3,3287.9,145.99,5895.6,3000,122.53,1
13803,5981.2,3277.5,220.77,4392.1,3000,148.59,1
13804,5939.5,3259.4,220.77,9241.1,3000,116.13,1
13806,2187.4,3637.7,133.37,11272,3000,149.43,0
13807,2204.9,3646.5,133.37,14756,3000,123.9,1
13808,2246.9,3656.8,133.37,12752,3000,137.09,1
13809,2162.7,3596,133.37,4345.9,3000,180.7,1
13809,5518.1,2814.7,-122.44,7020.5,3000,134.31,0
13810,5491.3,2846.7,-122.44,3623.8,3000,119.78,0
13810,496.94,1351.5,352.84,7010.7,3000,116.7,1
13811,438.79,1281.8,352.84,3862.5,3000,175.04,1
13817,3788.3,2505,80.068,8782.1,3000,136.17,1
13818,3754.8,2441.3,80.068,4522.3,3000,155.65,0
13822,1860.9,2179.3,208.87,13271,3000,137.94,1
13823,1859.6,2171.6,208.87,15238,3000,121.73,1
13823,3853.5,2506.1,476.9,4561.5,3000,175.42,1
13823,5474.7,2847.7,220.78,7264.2,3000,120.35,1
13824,1858.8,2178.4,208.87,8793.4,3000,132.81,1
13826,1821.6,4243.9,164.54,5408.2,3000,116.61,1
13827,1792.4,4267,164.54,4251.6,3000,144.46,1
13830,3441.5,2531.8,186.17,8387.3,3000,154.07,1
13831,3394.6,2567.5,186.17,4452.3,3000,145.06,1
13834,2801.2,2273.4,-13.544,6431.3,3000,106.9,0
13835,2741.9,2405.5,-13.544,14279,3000,193.76,1
13836,2802.5,2319.8,-13.544,12109,3000,218.49,0
13837,2794.3,2309.1,-13.544,13213,3000,155.08,0
13837,4633.5,2561.4,-53.783,9459.8,3000,151.56,0
13838,2812.4,2276.8,-13.544,10058,3000,147.21,0
13840,2058.1,3617.2,517.22,7633.6,3000,153.26,1
13840,3521.2,2489.1,470.42,3587,3000,172.22,1
13841,2053.5,3565.7,517.22,7.62E+05,3000,-493.59,1
13842,1486.3,5914.6,-212.17,4472.6,3000,107.83,0
13842,428.9,1222.5,487.78,4189.7,3000,190,1
13844,4751.1,2611.1,-3.5508,7025.6,3000,147.99,1
13844,1550.3,6154.2,-138.93,8265.8,3000,157.91,0
13845,1580.9,6200.9,-138.93,5824.2,3000,123.03,0
13847,5241.8,2672.4,403.34,4807.1,3000,122.91,1
13848,4413.6,2597,-46.643,6614.5,3000,191.61,1
13849,88.458,899.18,234.02,3282.7,3000,176.01,1
13852,3718.8,2498.1,103.41,6486.3,3000,136.64,1
13856,4456.1,2510.7,-66.559,7823.9,3000,137.64,0
13856,2912,2029.6,-163.43,5076.1,3000,147.65,0
13859,2455.3,2875.6,-126.07,4368.3,3000,173.59,0
13860,4424.6,2550.8,-40.688,6349.9,3000,148.38,1
13860,5563.5,2898,191.03,13552,3000,124.16,1
13861,4484.3,2538.9,-40.688,8789.5,3000,142.7,0
13861,5563.8,2866.1,191.03,8892.4,3000,134.1,1
13861,1669.3,4364,511.3,4442.5,3000,205.73,1
13863,6255,3483,321.92,8820.6,3000,162.09,1
13870,671.26,1689,194.91,3988.2,3000,123.4,1
13871,586.16,1665.5,194.91,4835.9,3000,141.2,1
13871,2387.4,2376.2,214.18,7035,3000,117.73,1
13872,1774,4193.2,471.66,9037.9,3000,142.07,1
13873,2389.2,2345.5,162.95,11056,3000,115.48,1
13874,1848.5,4247.4,192.9,5071.6,3000,114.07,1
13876,2681.5,2372.8,190.72,5574.1,3000,138.2,1
13877,1403.9,1831.8,286.34,11140,3000,129.21,1
13877,2362.5,2412.6,234.27,3436.3,3000,185.69,1
13878,1478.9,1942.5,286.34,11528,3000,165.84,1
13878,2389.1,2335.3,234.27,5412.3,3000,152.03,1
13879,1673.8,2054.7,275.48,9427.1,3000,144.19,1
13880,1616.1,4602.3,275.48,5484.6,3000,123.55,1
13884,1615.7,4564.1,258.12,4273.2,3000,151.56,1
13885,2237.2,3630.7,52.519,5472.9,3000,140.51,1
13886,2169.1,3680.7,52.519,3717.8,3000,87.941,0
13888,2247.9,3622.7,72.759,11429,3000,137.37,1
13888,2390.2,2354.7,192.41,10007,3000,124.5,1
13889,2233.4,3648.2,72.759,6293.8,3000,90.602,1
13891,3493.6,928.5,-536.48,5787.5,3000,178.64,0
13892,4776.2,2611.5,-55.056,6000.8,3000,176.69,0
13892,3067.1,1906.8,-305.11,15108,3000,128.85,0
13893,4729.8,2594,-55.056,7935.8,3000,178.91,0
13897,3018.8,2452.5,161.72,16067,3000,144.61,1
13898,3109,2473.9,161.72,8337.8,3000,122.66,1
13899,2980.1,2485.3,161.72,5503.1,3000,166.38,1
13899,1516.9,4805.2,103.06,6853.1,3000,132.74,1
13900,2894.4,2439.4,161.72,8429.5,3000,130.03,0
13900,2334.6,3217.7,19.148,8458.8,3000,180.52,0
13900,302.34,1029,395.47,4335.4,3000,120.23,1
13901,2284.7,3203.7,19.148,7749.5,3000,164.13,1
13901,1671.6,4504.2,84.859,8272.2,3000,123.98,1
13902,1658.5,4511.2,84.859,5422,3000,109.32,1
13902,2717.2,2393.7,108.89,12969,3000,201.06,1
13903,2890.5,2422.8,107.52,10557,3000,132.97,1
13904,2937.2,2376.5,107.52,11203,3000,142.46,0
13904,2360.1,3236.1,22.617,5495.2,3000,157.45,1
13907,2910.5,2450.9,28.669,11341,3000,30469,1
13908,2250.3,3224.3,27.525,5684.4,3000,142.41,1
13909,2304,3259,27.525,6932.2,3000,165.83,1
13919,2765,3207.7,210.3,8145.5,3000,134.38,1
13920,2745.2,3202.9,210.3,8610,3000,129.61,1
13932,1691.2,4270.7,248.42,6116.6,3000,65.765,1
13937,3772.5,530.33,-290.21,5440.6,3000,164.36,0
13938,2232.2,3727.3,112,4756.3,3000,157.96,1
13942,2834.7,2264.9,-227.55,8906.1,3000,135.54,0
13943,6106.9,3030.1,-193.16,5994.7,3000,149.01,0
13944,6153.2,3007.6,-193.16,5285.7,3000,122.39,0
13944,2799.4,2265.6,-262.1,13688,3000,145.9,0
13945,6190.7,3041.1,-193.16,4718,3000,137.44,0
13945,2807.6,2261,-262.1,9625.1,3000,123.31,0
13946,6015.9,3423.4,-193.16,5407,3000,234.57,1
13946,2812.5,2245.5,-262.1,8404.5,3000,148.32,0
13946,3619.8,2387.7,76.33,6528.1,3000,205.29,0
13946,2490.7,3355.8,-109.97,4227.1,3000,99.797,0
13946,1758.9,4322.4,277.49,12647,3000,143.76,1
13947,3669.5,2485,76.33,5046.4,3000,136.48,1
13947,1751.1,4297.8,277.49,9602.9,3000,126.45,1
13948,1714.1,4316.9,277.49,11703,3000,139.71,1
13948,2574.2,3341.6,164.82,11656,3000,126.59,1
13949,2558.3,3331.6,164.82,11680,3000,155.4,1
13949,2804.5,2290.7,-232.69,11893,3000,146.92,0
13950,2541.7,3321.7,164.82,13417,3000,142.7,1
13950,2835.6,2277.4,-232.69,11793,3000,159,0
13951,2621.3,3306.2,164.82,11318,3000,143.28,0
13951,2845.6,2289,-232.69,2819.5,3000,293.81,0
13953,2793.1,2260.2,-240.01,7158.3,3000,156.61,0
13953,3434.3,936.74,-519.44,5055,3000,147.86,0
13954,1502.7,5930.1,-85.95,7050.7,3000,109.56,0
13954,774.69,1788,264.14,6479.6,3000,113.73,1
13956,4058.3,2420.6,145.77,3887.2,3000,128.57,1
13957,1514.5,5978.1,-69.71,6548,3000,176.96,0
13958,1487.4,5946.8,-69.71,7561.8,3000,162.3,0
13958,3336.8,2765.5,154.8,5043,3000,122.33,1
13959,3242.4,2738.7,154.8,7379.7,3000,107.6,1
13960,2375.7,3469.6,-23.612,7007.8,3000,132.79,1
13961,2418,3037.2,-23.612,7809.3,3000,159.35,0
13962,2382.7,3066.5,-23.612,8900.8,3000,148.6,1
13968,2408.2,3055.7,-118.97,6072.4,3000,179.23,0
13969,2439.4,3033.5,-118.97,7524.2,3000,143.11,0
13970,1507.7,4954.9,88.843,10972,3000,115.97,1
13971,1534.6,4937.9,88.843,12469,3000,158.07,1
13972,1541.5,4913.6,88.843,7536.2,3000,168.81,1
13973,1547.3,4875.7,88.843,11031,3000,149.6,1
13974,1500,4958.3,88.843,12913,3000,126.76,1
13975,1516.3,4982.1,88.843,9523.4,3000,156.38,1
13980,1490.9,4947.9,67.382,5426.9,3000,153.96,1
13980,2241.2,3365.3,8.5443,4086.1,3000,203.45,1
13980,5385.3,2792.6,-192.14,5587.2,3000,152.22,0
13988,5436.9,2785.9,-142.15,4248.1,3000,175.25,0
13990,2531.3,2838.6,-95.824,8787.3,3000,212.15,0
13990,3197.5,2873.4,229.32,10495,3000,146.1,1
13991,2514,2859.8,-95.824,10508,3000,171.87,0
13991,1541.9,6018.7,-84.597,5841.1,3000,145.76,0
13991,164.8,962.11,285.76,6399.7,3000,108,1
13992,2509.4,2846.7,-95.824,10537,3000,157.27,0
13992,176.52,924.62,285.76,6008.2,3000,124.6,1
13992,3311.5,1789.9,-345.08,9352.3,3000,136.04,0
13993,198.09,956.04,285.76,6136.2,3000,119.51,1
13993,3374.7,1791.6,-345.08,8199.6,3000,80.055,0
13994,207.12,925.93,285.76,4894.1,3000,133.01,1
13994,2663.1,2596.4,-202.39,5481.8,3000,138.16,0
13995,5337.8,2737,-46.041,7165.6,3000,175.53,0
13995,3515.1,911.98,-492.79,5291.8,3000,131.18,0
13996,3578.4,848.01,-492.79,10161,3000,148.74,0
13997,3550.5,824.87,-492.79,7235.6,3000,177.88,0
13998,3511.8,807.32,-492.79,9212.4,3000,146.3,0
13999,1638.5,4356.7,63.568,6610.4,3000,111.04,1
14000,642.38,1708,274.38,6927.8,3000,132.08,1
14001,523.54,1288.1,274.38,6191.7,3000,132.15,1
14001,4110,2542.7,199.95,13401,3000,121.44,1
14002,4090,2556.3,199.95,9969.1,3000,109.41,1
14003,3558.3,717.57,-506.91,4494.8,3000,110.56,0
14004,3645.6,708.23,-506.91,6962,3000,152.16,0
14004,6156.1,3034.6,-683.92,1950,3000,433.26,0
14004,5661.2,2936.1,203.36,9807.9,3000,165.38,1
14005,5628.2,2961.2,203.36,11338,3000,129.17,1
14006,5619.1,2976.1,203.36,7605.9,3000,157.51,1
14008,3181.6,2461.7,97.814,4982,3000,142.82,1
14009,3212.1,2435.3,97.814,6547.7,3000,142.45,1
14010,3198.2,2435.9,97.814,8561.9,3000,147.77,1
14010,5211.6,2704.7,136.98,10860,3000,113.61,1
14011,5213.5,2681.9,136.98,11611,3000,109.66,1
14012,1511.2,4759.2,183.12,8610.2,3000,127.07,1
14016,1606.3,6269.6,-61.037,11036,3000,139.73,0
14017,1503.7,4821.1,-61.037,6210.1,3000,131.62,1
14017,1617.7,6311.9,-4.9459,6322.4,3000,112.59,1
14018,2574.8,2386.7,255.82,6473.3,3000,115.59,1
14020,1554.1,4763.9,158.93,4079.3,3000,173.4,1
14020,4811.7,2656.2,211.49,3789.2,3000,135.94,1
14021,4833.5,2551.1,211.49,11123,3000,129.37,1
14024,1825.5,4068.4,153.81,7596.2,3000,142.14,1
14025,1870,4082.1,153.81,6479.9,3000,222.56,1
14025,3381.2,2447.3,89.071,11749,3000,143.15,1
14025,2583.6,2428.8,123.55,4732.5,3000,146.01,1
14025,1593.7,4617.6,137.15,6764.4,3000,219.5,1
14026,1828,4179.2,153.81,6152.1,3000,293.69,0
14026,3373.7,2445.3,89.071,5973.2,3000,101.92,1
14026,2607.1,2369.5,123.55,3475.6,3000,144.07,1
14026,1614.7,4617.3,137.15,4375,3000,333.19,1
14027,1871.8,4086.1,153.81,11436,3000,125.21,1
14027,1620.4,4592.3,137.15,7157.6,3000,233.55,1
14027,2446.9,3018.6,-90.268,8669,3000,187.3,0
14028,1640.6,4648,137.15,9008.9,3000,115.16,1
14028,2416.3,2986.9,-90.268,5169.3,3000,171.75,0
14030,2188.9,3640.3,155.1,8429.8,3000,110.33,1
14031,2249.1,3636.2,155.1,16099,3000,117.24,1
14032,3726.3,2488.5,16.967,5127.8,3000,190.42,0
14033,3695.6,2478.7,16.967,9075.7,3000,168.34,1
14034,3607.5,2480.5,16.967,4127.3,3000,119.46,1
14040,1999.6,3750.8,127.66,6470.7,3000,121.57,1
14041,2029.5,3734.2,127.66,7255.1,3000,138.32,1
14041,3381.9,1703.7,-401.66,7135.2,3000,127.55,0
14042,3428.8,1596.2,-401.66,6072.9,3000,112.19,0
14044,1003.6,1738,319.26,11367,3000,130.08,1
14044,1594.6,6320.8,-55.469,3733.6,3000,122.58,1
14045,972.54,1696.8,319.26,9508.4,3000,130.6,1
14049,6185.6,3062.4,-151.02,4482.6,3000,95.972,0
14050,6157.7,2989.2,-151.02,6849.3,3000,108.13,0
14050,2283.6,3574.1,117.76,3832.2,3000,152.08,1
14053,992.51,1726.1,239.14,8837.5,3000,118.53,1
14054,1011.7,1733.4,239.14,9904.1,3000,143.36,1
14055,1008.5,1730.9,239.14,10570,3000,125.85,1
14055,2263.2,3612.9,60.492,3747.9,3000,189.7,1
14056,986.32,1717.7,239.14,11462,3000,127.63,1
14057,1004.5,1707.2,239.14,3291.3,3000,131.77,1
14058,2782.6,2473.7,229.14,4672.3,3000,105.24,1
14059,3134.5,1892.7,-315.9,17679,3000,130.01,0
14060,3148.3,1885,-315.9,6057,3000,130.81,0
14060,2285.9,3548.9,156.04,13686,3000,120.69,1
14061,2292.4,3576.4,156.04,11213,3000,144.22,1
14062,2283.7,3577.7,156.04,13140,3000,131.5,1
14062,2222,2271.8,270.94,10976,3000,122.19,1
14063,2255,3560.7,156.04,8169.8,3000,126.5,1
14063,3161.4,1877.9,-327.63,12152,3000,136.2,0
14065,2639.8,3268.6,157.98,12832,3000,135.94,1
14066,2627.3,3268.5,157.98,15924,3000,124.94,1
14066,144.99,937.97,193.76,22779,3000,22659,1
14067,2658.9,3276,157.98,13299,3000,121.35,1
14067,163.81,954.46,193.76,7100.1,3000,131.81,1
14067,3138.7,1874.9,-306.28,13376,3000,134.85,0
14068,2646.1,3291.6,157.98,12394,3000,132.96,1
14068,179.81,960.93,193.76,5286.9,3000,133.83,1
14069,116.4,887.52,193.76,3923.1,3000,166.44,1
14069,5043.6,2616.5,-101.83,6456.5,3000,153.24,0
