Ground-truth,frame,xnano,ynano,znano,intensity 
 9454, 13084, 2101.591, 2239.357, 191.233, 293.762 
 9455, 13085, 2101.591, 2239.357, 191.233, 339.435 
 9456, 17685, 2178.428, 2277.960, 193.089, 9.541 
 9457, 17686, 2178.428, 2277.960, 193.089, 582.017 
 9458, 15794, 2131.113, 2249.600, 185.327, 194.009 
 9459, 15797, 2131.113, 2249.600, 185.327, 239.493 
 9460, 17590, 2166.655, 2258.588, 191.808, 149.315 
 9461, 17591, 2166.655, 2258.588, 191.808, 303.429 
 9462,  1859, 2113.767, 2258.835, 198.291, 354.686 
 9463,  1860, 2113.767, 2258.835, 198.291, 220.912 
 9464,  1862, 2113.767, 2258.835, 198.291, 316.728 
 9465,  1863, 2113.767, 2258.835, 198.291, 16.928 
 9466,  1865, 2113.767, 2258.835, 198.291, 90.278 
 9467,  1866, 2113.767, 2258.835, 198.291, 23.177 
 9468,  6332, 2110.892, 2242.784, 196.498, 674.640 
 9469,  6333, 2110.892, 2242.784, 196.498, 1063.527 
 9470,  6334, 2110.892, 2242.784, 196.498, 223.061 
 9471,   128, 2189.512, 2275.395, 179.596, 525.168 
 9472,   129, 2189.512, 2275.395, 179.596, 1075.507 
 9473,   130, 2189.512, 2275.395, 179.596, 978.894 
 9474,  2794, 2180.519, 2263.877, 192.856, 158.791 
 9475,  2795, 2180.519, 2263.877, 192.856, 486.115 
 9476,   596, 2117.938, 2260.174, 193.938, 522.022 
 9477,   597, 2117.938, 2260.174, 193.938, 839.086 
 9478,  9815, 2165.694, 2272.041, 178.678, 708.753 
 9479,  9816, 2165.694, 2272.041, 178.678, 1071.798 
 9480,  9817, 2165.694, 2272.041, 178.678, 760.303 
 9481, 12613, 2150.479, 2257.390, 195.699, 558.949 
 9482, 12614, 2150.479, 2257.390, 195.699, 432.370 
 9483,  8736, 2124.197, 2244.439, 199.009, 82.719 
 9484,  8737, 2124.197, 2244.439, 199.009, 297.763 
 9485, 15167, 2133.953, 2248.471, 193.491, 792.223 
 9486, 13593, 2185.188, 2275.345, 176.918, 980.535 
 9487, 13594, 2185.188, 2275.345, 176.918, 590.037 
 9488,  3244, 2132.733, 2247.178, 198.576, 670.821 
 9489,  3245, 2132.733, 2247.178, 198.576, 218.880 
 9490,  1024, 2197.623, 2267.378, 184.415, 120.542 
 9491,  1025, 2197.623, 2267.378, 184.415, 1080.978 
 9492,  1026, 2197.623, 2267.378, 184.415, 1080.978 
 9493,  1027, 2197.623, 2267.378, 184.415, 382.629 
 9494, 15211, 2191.764, 3396.980, 26.503, 740.499 
 9495, 15212, 2191.764, 3396.980, 26.503, 541.643 
 9496, 15224, 2191.764, 3396.980, 26.503, 930.837 
 9497, 15225, 2191.764, 3396.980, 26.503, 1125.960 
 9498, 15226, 2191.764, 3396.980, 26.503, 1125.960 
 9499, 15227, 2191.764, 3396.980, 26.503, 1125.960 
 9500, 15228, 2191.764, 3396.980, 26.503, 365.257 
 9501, 11519, 2199.430, 3388.353, 27.542, 30.379 
 9502, 11520, 2199.430, 3388.353, 27.542, 246.700 
 9503,   354, 2199.745, 3384.416, 28.053, 853.846 
 9504,   355, 2199.745, 3384.416, 28.053, 771.740 
 9505,   356, 2199.745, 3384.416, 28.053, 1121.842 
 9506,   357, 2199.745, 3384.416, 28.053, 1121.842 
 9507,   358, 2199.745, 3384.416, 28.053, 1045.775 
 9508,  2201, 2193.635, 3397.646, 21.620, 1001.200 
 9509,  2202, 2193.635, 3397.646, 21.620, 174.736 
 9510, 19225, 2190.675, 3405.933, 36.274, 461.432 
 9511, 19226, 2190.675, 3405.933, 36.274, 173.383 
 9512,  7236, 2177.650, 3430.452, 42.667, 932.661 
 9513,  7237, 2177.650, 3430.452, 42.667, 311.971 
 9514,  7240, 2177.650, 3430.452, 42.667, 491.726 
 9515,  7241, 2177.650, 3430.452, 42.667, 1119.910 
 9516,  7242, 2177.650, 3430.452, 42.667, 626.099 
 9517,  5706, 2158.838, 3461.147, 38.484, 777.354 
 9518,  5707, 2158.838, 3461.147, 38.484, 753.519 
 9519,  5708, 2158.838, 3461.147, 38.484, 828.938 
 9520,  2320, 2196.838, 3405.824, 21.873, 38.509 
 9521,  2321, 2196.838, 3405.824, 21.873, 1085.131 
 9522,  9077, 2177.070, 3461.742, 47.871, 9.518 
 9523,  3422, 2186.185, 3416.548, 25.588, 400.421 
 9524,  3423, 2186.185, 3416.548, 25.588, 66.557 
 9525,  3424, 2186.185, 3416.548, 25.588, 1059.290 
 9526,  3425, 2186.185, 3416.548, 25.588, 616.545 
 9527,  3426, 2186.185, 3416.548, 25.588, 1007.526 
 9528, 11817, 2167.004, 3449.644, 33.886, 70.621 
 9529, 18740, 2165.705, 3446.390, 44.074, 192.122 
 9530, 10068, 2151.821, 3471.904, 43.375, 403.092 
 9531, 10069, 2151.821, 3471.904, 43.375, 779.028 
 9532,  6567, 2173.381, 3465.278, 43.876, 183.741 
 9533,  5606, 2165.791, 3476.024, 49.752, 761.723 
 9534, 18803, 2186.516, 3425.865, 28.052, 304.710 
 9535, 16705, 2191.721, 3400.549, 35.966, 310.430 
 9536, 16706, 2191.721, 3400.549, 35.966, 411.192 
 9537, 18666, 2171.993, 3436.681, 36.281, 868.447 
 9538, 18667, 2171.993, 3436.681, 36.281, 1123.640 
 9539, 18668, 2171.993, 3436.681, 36.281, 1123.640 
 9540, 18669, 2171.993, 3436.681, 36.281, 1123.640 
 9541, 18670, 2171.993, 3436.681, 36.281, 1123.640 
 9542, 18671, 2171.993, 3436.681, 36.281, 1123.640 
 9543, 18672, 2171.993, 3436.681, 36.281, 1123.640 
 9544, 18673, 2171.993, 3436.681, 36.281, 106.183 
 9545, 18586, 2194.863, 3402.489, 25.197, 230.794 
 9546, 18587, 2194.863, 3402.489, 25.197, 137.399 
 9547, 18592, 2194.863, 3402.489, 25.197, 303.358 
 9548, 18597, 2194.863, 3402.489, 25.197, 812.256 
 9549, 18598, 2194.863, 3402.489, 25.197, 69.908 
 9550, 16445, 2180.055, 3451.690, 42.488, 1119.416 
 9551, 16446, 2180.055, 3451.690, 42.488, 1119.416 
 9552, 16447, 2180.055, 3451.690, 42.488, 998.794 
 9553,  9463, 2173.082, 3456.936, 32.502, 62.862 
 9554, 16017, 2167.174, 3446.953, 32.889, 786.283 
 9555, 16018, 2167.174, 3446.953, 32.889, 86.497 
 9556, 15094, 2165.413, 3444.871, 37.814, 994.626 
 9557, 15095, 2165.413, 3444.871, 37.814, 295.514 
 9558, 14129, 2184.965, 3435.516, 29.090, 215.826 
 9559, 14130, 2184.965, 3435.516, 29.090, 1122.787 
 9560, 14131, 2184.965, 3435.516, 29.090, 63.444 
 9561, 16789, 2173.316, 3435.989, 44.065, 383.855 
 9562, 16790, 2173.316, 3435.989, 44.065, 699.692 
 9563, 16792, 2173.316, 3435.989, 44.065, 63.666 
 9564, 16793, 2173.316, 3435.989, 44.065, 160.382 
 9565, 10047, 2180.877, 3445.436, 46.650, 141.598 
 9566,   491, 2180.074, 3459.221, 45.021, 328.514 
 9567,   492, 2180.074, 3459.221, 45.021, 442.810 
 9568, 16285, 2194.006, 3420.714, 42.761, 462.340 
 9569, 15155, 2182.266, 3417.284, 28.088, 538.644 
 9570, 15521, 2173.457, 3440.502, 30.862, 541.836 
 9571, 15526, 2173.457, 3440.502, 30.862, 598.347 
 9572, 15528, 2173.457, 3440.502, 30.862, 191.928 
 9573, 15529, 2173.457, 3440.502, 30.862, 61.769 
 9574, 15530, 2173.457, 3440.502, 30.862, 334.473 
 9575, 11735, 2177.778, 3453.568, 45.199, 116.241 
 9576, 14593, 2184.334, 3442.666, 47.158, 705.074 
 9577, 14594, 2184.334, 3442.666, 47.158, 90.810 
 9578,  3638, 2147.562, 3470.522, 44.881, 210.526 
 9579, 13680, 2158.711, 3477.095, 38.893, 133.834 
 9580, 13681, 2158.711, 3477.095, 38.893, 1117.105 
 9581, 13682, 2158.711, 3477.095, 38.893, 74.805 
 9582,   162, 2194.889, 3413.260, 22.670, 522.131 
 9583,   163, 2194.889, 3413.260, 22.670, 1124.232 
 9584,   164, 2194.889, 3413.260, 22.670, 782.816 
 9585,  8434, 2155.864, 3456.313, 47.102, 156.262 
 9586,  8435, 2155.864, 3456.313, 47.102, 792.196 
 9587,  5376, 2146.054, 3469.776, 49.019, 1033.593 
 9588,  5377, 2146.054, 3469.776, 49.019, 771.530 
 9589, 13625, 2178.097, 3427.478, 40.353, 1079.626 
 9590, 13626, 2178.097, 3427.478, 40.353, 1026.179 
 9591,   401, 2160.178, 3455.637, 39.695, 344.470 
 9592,  1117, 2196.687, 3423.765, 36.294, 326.548 
 9593,  1118, 2196.687, 3423.765, 36.294, 298.339 
 9594, 19971, 2181.292, 3447.381, 45.268, 529.749 
 9595, 19972, 2181.292, 3447.381, 45.268, 982.430 
 9596, 16140, 2189.455, 3422.689, 43.082, 340.282 
 9597, 16141, 2189.455, 3422.689, 43.082, 329.347 
 9598,  8051, 2168.999, 3452.464, 51.093, 258.811 
 9599,  8055, 2168.999, 3452.464, 51.093, 75.453 
 9600,  8056, 2168.999, 3452.464, 51.093, 715.263 
 9601,  8057, 2168.999, 3452.464, 51.093, 453.824 
 9602,  3259, 2150.743, 3481.313, 59.452, 275.662 
 9603,  7148, 2154.268, 3472.608, 55.936, 425.289 
 9604,  7149, 2154.268, 3472.608, 55.936, 71.621 
 9605,  7150, 2154.268, 3472.608, 55.936, 1045.283 
 9606,  7151, 2154.268, 3472.608, 55.936, 261.253 
 9607,  4176, 2133.011, 3497.465, 55.421, 716.768 
 9608,  4177, 2133.011, 3497.465, 55.421, 1008.531 
 9609,  4179, 2133.011, 3497.465, 55.421, 364.031 
 9610, 16289, 2163.575, 3475.364, 52.242, 1017.124 
 9611, 16290, 2163.575, 3475.364, 52.242, 241.691 
 9612,  6240, 2140.007, 3499.395, 63.683, 713.773 
 9613,  6241, 2140.007, 3499.395, 63.683, 91.255 
 9614,   497, 2168.023, 3471.275, 52.838, 750.239 
 9615,   498, 2168.023, 3471.275, 52.838, 256.209 
 9616, 17275, 2140.661, 3485.513, 61.460, 309.537 
 9617, 17276, 2140.661, 3485.513, 61.460, 182.325 
 9618, 15500, 2148.321, 3479.338, 60.732, 935.852 
 9619, 15501, 2148.321, 3479.338, 60.732, 1117.327 
 9620, 15502, 2148.321, 3479.338, 60.732, 944.169 
 9621,  7856, 2165.346, 3450.594, 51.430, 116.740 
 9622,  7857, 2165.346, 3450.594, 51.430, 247.291 
 9623,  7870, 2165.346, 3450.594, 51.430, 805.620 
 9624,  7871, 2165.346, 3450.594, 51.430, 185.241 
 9625, 10814, 2167.006, 3472.931, 53.924, 9.102 
 9626,  9692, 2134.282, 3518.128, 49.964, 467.811 
 9627,  9693, 2134.282, 3518.128, 49.964, 48.217 
 9628, 11674, 2133.609, 3508.375, 46.088, 603.663 
 9629, 11675, 2133.609, 3508.375, 46.088, 1123.651 
 9630, 11676, 2133.609, 3508.375, 46.088, 1123.651 
 9631, 11677, 2133.609, 3508.375, 46.088, 186.990 
 9632, 19133, 2126.130, 3513.380, 48.639, 234.863 
 9633, 19134, 2126.130, 3513.380, 48.639, 1117.106 
 9634, 19135, 2126.130, 3513.380, 48.639, 353.106 
 9635,  1883, 2102.080, 3568.484, 64.369, 710.484 
 9636,  1884, 2102.080, 3568.484, 64.369, 362.322 
 9637, 17943, 2128.855, 3530.747, 67.897, 39.066 
 9638, 17944, 2128.855, 3530.747, 67.897, 1120.529 
 9639, 17945, 2128.855, 3530.747, 67.897, 1120.529 
 9640, 17946, 2128.855, 3530.747, 67.897, 581.106 
 9641, 10439, 2140.739, 3516.607, 58.072, 10.068 
 9642, 10440, 2140.739, 3516.607, 58.072, 938.820 
 9643, 13522, 2110.324, 3544.130, 59.230, 136.136 
 9644, 13523, 2110.324, 3544.130, 59.230, 180.576 
 9645, 17492, 2119.778, 3545.939, 70.791, 62.872 
 9646, 17494, 2119.778, 3545.939, 70.791, 550.082 
 9647, 17495, 2119.778, 3545.939, 70.791, 298.085 
 9648, 17505, 2119.778, 3545.939, 70.791, 639.887 
 9649,   440, 2105.064, 3558.817, 78.924, 18.952 
 9650, 17991, 2123.151, 3523.154, 53.680, 343.913 
 9651,  8519, 2137.486, 3519.429, 66.122, 30.014 
 9652,  8520, 2137.486, 3519.429, 66.122, 372.667 
 9653, 18255, 2110.056, 3547.612, 77.884, 461.905 
 9654, 18256, 2110.056, 3547.612, 77.884, 1116.507 
 9655, 18257, 2110.056, 3547.612, 77.884, 1116.507 
 9656, 18258, 2110.056, 3547.612, 77.884, 441.694 
 9657,   618, 2106.273, 3568.025, 77.621, 660.281 
 9658,   619, 2106.273, 3568.025, 77.621, 599.087 
 9659,   621, 2106.273, 3568.025, 77.621, 463.209 
 9660,   622, 2106.273, 3568.025, 77.621, 335.381 
 9661,   628, 2106.273, 3568.025, 77.621, 550.532 
 9662,   629, 2106.273, 3568.025, 77.621, 1118.467 
 9663,   630, 2106.273, 3568.025, 77.621, 1067.924 
 9664, 19578, 2139.175, 3502.453, 66.379, 633.769 
 9665, 19579, 2139.175, 3502.453, 66.379, 1122.838 
 9666, 19580, 2139.175, 3502.453, 66.379, 1122.838 
 9667, 19581, 2139.175, 3502.453, 66.379, 1122.838 
 9668, 19582, 2139.175, 3502.453, 66.379, 1122.838 
 9669, 19583, 2139.175, 3502.453, 66.379, 1122.838 
 9670, 19584, 2139.175, 3502.453, 66.379, 660.786 
 9671, 18875, 2120.181, 3529.956, 53.156, 59.558 
 9672, 18876, 2120.181, 3529.956, 53.156, 1122.158 
 9673, 18877, 2120.181, 3529.956, 53.156, 333.472 
 9674, 18878, 2120.181, 3529.956, 53.156, 100.369 
 9675, 10476, 2138.247, 3519.979, 63.702, 396.105 
 9676, 10477, 2138.247, 3519.979, 63.702, 137.759 
 9677,  4848, 2117.331, 3550.083, 60.490, 197.233 
 9678,  4849, 2117.331, 3550.083, 60.490, 1120.155 
 9679,  4850, 2117.331, 3550.083, 60.490, 178.963 
 9680,  4851, 2117.331, 3550.083, 60.490, 294.759 
 9681,  4852, 2117.331, 3550.083, 60.490, 1120.155 
 9682,  4853, 2117.331, 3550.083, 60.490, 282.088 
 9683,  4861, 2117.331, 3550.083, 60.490, 485.457 
 9684,  4862, 2117.331, 3550.083, 60.490, 675.619 
 9685,  4863, 2117.331, 3550.083, 60.490, 60.392 
 9686,  3989, 2113.369, 3552.593, 76.925, 209.490 
 9687,  3990, 2113.369, 3552.593, 76.925, 1121.355 
 9688,  3991, 2113.369, 3552.593, 76.925, 912.347 
 9689,  7872, 2112.954, 3552.657, 76.774, 996.506 
 9690, 11981, 2120.571, 3512.537, 53.978, 865.867 
 9691, 11982, 2120.571, 3512.537, 53.978, 1116.556 
 9692, 11983, 2120.571, 3512.537, 53.978, 287.046 
 9693, 11984, 2120.571, 3512.537, 53.978, 45.520 
 9694, 11985, 2120.571, 3512.537, 53.978, 57.751 
 9695, 11986, 2120.571, 3512.537, 53.978, 1116.556 
 9696, 11987, 2120.571, 3512.537, 53.978, 426.882 
 9697, 11988, 2120.571, 3512.537, 53.978, 1116.556 
 9698, 11989, 2120.571, 3512.537, 53.978, 605.584 
 9699, 16310, 2123.032, 3545.340, 68.543, 707.985 
 9700, 16311, 2123.032, 3545.340, 68.543, 1119.484 
 9701, 16312, 2123.032, 3545.340, 68.543, 1119.484 
 9702, 16313, 2123.032, 3545.340, 68.543, 16.422 
 9703, 10106, 2111.614, 3525.376, 66.688, 340.696 
 9704,  6527, 2136.017, 3520.120, 59.397, 906.465 
 9705,  6528, 2136.017, 3520.120, 59.397, 1120.926 
 9706,  6529, 2136.017, 3520.120, 59.397, 1029.135 
 9707, 14751, 2127.908, 3515.566, 67.681, 14.235 
 9708, 14754, 2127.908, 3515.566, 67.681, 349.891 
 9709,  2545, 2113.676, 3553.988, 73.260, 60.876 
 9710, 17342, 2133.545, 3513.661, 67.831, 460.710 
 9711, 13098, 2128.502, 3525.905, 53.691, 452.607 
 9712, 15786, 2100.905, 3549.741, 60.035, 732.560 
 9713,  3841, 2192.596, 3678.727, 106.682, 177.599 
 9714,  5524, 2195.857, 3692.542, 117.796, 793.147 
 9715,  5527, 2195.857, 3692.542, 117.796, 1043.399 
 9716,  5528, 2195.857, 3692.542, 117.796, 46.866 
 9717,  5359, 2199.430, 3686.202, 100.889, 776.154 
 9718, 19872, 2180.214, 3695.424, 100.512, 615.080 
 9719, 19873, 2180.214, 3695.424, 100.512, 301.285 
 9720, 15507, 2193.763, 3673.638, 114.597, 239.685 
 9721, 15508, 2193.763, 3673.638, 114.597, 158.502 
 9722,  8250, 2174.261, 3699.513, 117.430, 183.867 
 9723, 16277, 2192.730, 3674.700, 108.114, 910.439 
 9724, 16278, 2192.730, 3674.700, 108.114, 526.775 
 9725,  5588, 2175.874, 3693.426, 105.220, 473.738 
 9726,  5589, 2175.874, 3693.426, 105.220, 808.968 
 9727,  5592, 2175.874, 3693.426, 105.220, 666.718 
 9728,  5593, 2175.874, 3693.426, 105.220, 357.715 
 9729, 18694, 2172.804, 3696.858, 112.234, 72.076 
 9730, 18695, 2172.804, 3696.858, 112.234, 352.725 
 9731, 18696, 2172.804, 3696.858, 112.234, 1119.137 
 9732, 18697, 2172.804, 3696.858, 112.234, 67.012 
 9733, 18698, 2172.804, 3696.858, 112.234, 1106.984 
 9734, 18699, 2172.804, 3696.858, 112.234, 1119.137 
 9735, 18700, 2172.804, 3696.858, 112.234, 262.523 
 9736,  8412, 2192.115, 3693.404, 119.985, 66.827 
 9737,  8417, 2192.115, 3693.404, 119.985, 830.764 
 9738, 12232, 2194.603, 3694.968, 103.710, 312.183 
 9739, 12233, 2194.603, 3694.968, 103.710, 1121.196 
 9740, 12234, 2194.603, 3694.968, 103.710, 1121.196 
 9741, 12235, 2194.603, 3694.968, 103.710, 473.303 
 9742, 12240, 2194.603, 3694.968, 103.710, 865.680 
 9743, 12241, 2194.603, 3694.968, 103.710, 1121.196 
 9744, 12242, 2194.603, 3694.968, 103.710, 279.746 
 9745, 12248, 2194.603, 3694.968, 103.710, 111.196 
 9746, 12249, 2194.603, 3694.968, 103.710, 1121.196 
 9747, 12250, 2194.603, 3694.968, 103.710, 1063.002 
 9748, 12251, 2194.603, 3694.968, 103.710, 210.140 
 9749, 15054, 2198.700, 3695.042, 116.204, 509.265 
 9750, 15055, 2198.700, 3695.042, 116.204, 510.950 
 9751, 19413, 2108.214, 3773.109, 101.742, 344.209 
 9752, 10143, 2119.039, 3769.145, 118.641, 117.606 
 9753,  6762, 2112.818, 3783.049, 98.194, 69.413 
 9754, 17192, 2129.419, 3774.217, 106.828, 492.983 
 9755, 17193, 2129.419, 3774.217, 106.828, 1120.129 
 9756, 17194, 2129.419, 3774.217, 106.828, 465.056 
 9757, 17195, 2129.419, 3774.217, 106.828, 581.694 
 9758, 18625, 2122.919, 3769.146, 97.460, 603.927 
 9759, 18626, 2122.919, 3769.146, 97.460, 585.370 
 9760, 18627, 2122.919, 3769.146, 97.460, 231.567 
 9761, 18628, 2122.919, 3769.146, 97.460, 756.816 
 9762, 18631, 2122.919, 3769.146, 97.460, 359.506 
 9763, 15784, 2188.564, 3707.290, 105.651, 432.898 
 9764, 15785, 2188.564, 3707.290, 105.651, 1076.317 
 9765, 15789, 2188.564, 3707.290, 105.651, 46.495 
 9766, 13033, 2129.731, 3751.208, 117.844, 817.336 
 9767, 13034, 2129.731, 3751.208, 117.844, 1113.968 
 9768, 13035, 2129.731, 3751.208, 117.844, 1113.968 
 9769, 13036, 2129.731, 3751.208, 117.844, 127.975 
 9770,  2686, 2108.514, 3770.543, 108.793, 518.880 
 9771, 19450, 2103.816, 3788.524, 117.237, 72.779 
 9772, 19452, 2103.816, 3788.524, 117.237, 514.622 
 9773, 19453, 2103.816, 3788.524, 117.237, 1115.509 
 9774, 19454, 2103.816, 3788.524, 117.237, 1115.509 
 9775, 19455, 2103.816, 3788.524, 117.237, 1115.509 
 9776, 19456, 2103.816, 3788.524, 117.237, 880.539 
 9777,  7626, 2146.815, 3724.484, 105.647, 341.821 
 9778,  7631, 2146.815, 3724.484, 105.647, 148.258 
 9779,  6042, 2163.351, 3733.384, 103.042, 734.763 
 9780,  6043, 2163.351, 3733.384, 103.042, 142.220 
 9781, 19617, 2118.254, 3779.909, 113.856, 262.002 
 9782, 19618, 2118.254, 3779.909, 113.856, 149.692 
 9783, 17061, 2171.840, 3724.909, 114.492, 814.210 
 9784, 17062, 2171.840, 3724.909, 114.492, 658.832 
 9785, 11916, 2115.560, 3776.657, 97.233, 212.872 
 9786, 10624, 2170.882, 3722.311, 114.590, 288.359 
 9787, 10625, 2170.882, 3722.311, 114.590, 1123.755 
 9788, 10626, 2170.882, 3722.311, 114.590, 266.731 
 9789, 15636, 2126.518, 3766.593, 115.466, 464.208 
 9790,  1340, 2184.167, 3712.616, 104.090, 147.294 
 9791,  1341, 2184.167, 3712.616, 104.090, 112.692 
 9792,  7396, 2152.592, 3728.163, 101.188, 396.874 
 9793,  7397, 2152.592, 3728.163, 101.188, 233.258 
 9794,  1399, 2105.189, 3776.875, 107.248, 588.221 
 9795,  1400, 2105.189, 3776.875, 107.248, 236.385 
 9796, 19692, 2125.679, 3773.068, 99.614, 30.845 
 9797, 19693, 2125.679, 3773.068, 99.614, 1116.737 
 9798, 19694, 2125.679, 3773.068, 99.614, 975.159 
 9799, 17278, 2139.488, 3734.492, 104.385, 11.881 
 9800, 17281, 2139.488, 3734.492, 104.385, 810.633 
 9801, 17282, 2139.488, 3734.492, 104.385, 875.319 
 9802, 17284, 2139.488, 3734.492, 104.385, 988.848 
 9803, 17285, 2139.488, 3734.492, 104.385, 790.236 
 9804,  7702, 2183.576, 3703.828, 99.002, 683.589 
 9805,  7703, 2183.576, 3703.828, 99.002, 879.816 
 9806,  7706, 2183.576, 3703.828, 99.002, 957.589 
 9807,  7707, 2183.576, 3703.828, 99.002, 1117.292 
 9808,  7708, 2183.576, 3703.828, 99.002, 244.929 
 9809, 12700, 2174.177, 3701.263, 114.033, 586.303 
 9810, 12703, 2174.177, 3701.263, 114.033, 356.360 
 9811, 12704, 2174.177, 3701.263, 114.033, 576.986 
 9812, 12705, 2174.177, 3701.263, 114.033, 861.643 
 9813, 12706, 2174.177, 3701.263, 114.033, 1124.322 
 9814, 12707, 2174.177, 3701.263, 114.033, 363.699 
 9815,  3179, 2133.361, 3766.723, 113.781, 479.991 
 9816,  3521, 2162.108, 3709.113, 109.737, 77.814 
 9817,  7666, 2139.976, 3756.603, 118.954, 317.715 
 9818,  7667, 2139.976, 3756.603, 118.954, 1121.204 
 9819,  7668, 2139.976, 3756.603, 118.954, 272.856 
 9820, 15067, 2151.036, 3731.976, 115.788, 219.861 
 9821,  5964, 2132.147, 3746.610, 110.610, 618.397 
 9822,  5965, 2132.147, 3746.610, 110.610, 241.082 
 9823, 10790, 2173.070, 3706.724, 119.176, 65.498 
 9824, 10797, 2173.070, 3706.724, 119.176, 451.600 
 9825, 10798, 2173.070, 3706.724, 119.176, 1118.831 
 9826, 10799, 2173.070, 3706.724, 119.176, 191.869 
 9827, 10800, 2173.070, 3706.724, 119.176, 83.668 
 9828, 10806, 2173.070, 3706.724, 119.176, 736.025 
 9829, 10807, 2173.070, 3706.724, 119.176, 805.901 
 9830,  3153, 2167.351, 3714.072, 101.522, 398.041 
 9831, 16270, 2149.990, 3753.416, 109.368, 67.690 
 9832, 16273, 2149.990, 3753.416, 109.368, 396.285 
 9833, 16274, 2149.990, 3753.416, 109.368, 628.254 
 9834, 16275, 2149.990, 3753.416, 109.368, 1053.128 
 9835,  5197, 2141.426, 3738.395, 103.911, 631.852 
 9836,  5198, 2141.426, 3738.395, 103.911, 1115.534 
 9837,  5199, 2141.426, 3738.395, 103.911, 1115.534 
 9838,  5200, 2141.426, 3738.395, 103.911, 970.917 
 9839,  2562, 2190.102, 3706.467, 104.028, 13.000 
 9840, 16093, 2116.827, 3779.796, 118.069, 555.066 
 9841, 16094, 2116.827, 3779.796, 118.069, 14.193 
 9842, 15194, 2110.974, 3792.759, 112.285, 572.827 
 9843, 15195, 2110.974, 3792.759, 112.285, 1116.406 
 9844, 15196, 2110.974, 3792.759, 112.285, 157.993 
 9845,  7337, 2190.193, 3704.235, 103.624, 932.217 
 9846,  7338, 2190.193, 3704.235, 103.624, 730.398 
 9847,   918, 2145.051, 3749.968, 97.600, 413.721 
 9848,  2589, 2117.579, 3791.308, 110.755, 494.231 
 9849,  6720, 2158.077, 3731.296, 119.727, 557.188 
 9850,  6721, 2158.077, 3731.296, 119.727, 1114.525 
 9851,  6722, 2158.077, 3731.296, 119.727, 665.670 
 9852,  2981, 2189.121, 3708.321, 115.641, 150.179 
 9853,  2982, 2189.121, 3708.321, 115.641, 117.846 
 9854,  7225, 2152.251, 3737.575, 97.856, 1088.613 
 9855,  7226, 2152.251, 3737.575, 97.856, 1121.159 
 9856,  7227, 2152.251, 3737.575, 97.856, 1121.159 
 9857,  7228, 2152.251, 3737.575, 97.856, 250.012 
 9858,  7229, 2152.251, 3737.575, 97.856, 1121.159 
 9859,  7230, 2152.251, 3737.575, 97.856, 628.687 
 9860,  7231, 2152.251, 3737.575, 97.856, 1063.862 
 9861,  6713, 2136.553, 3768.479, 107.924, 254.021 
 9862,  7217, 2154.418, 3719.073, 108.857, 570.740 
 9863,  3138, 2126.712, 3760.918, 119.552, 371.579 
 9864,  3139, 2126.712, 3760.918, 119.552, 279.187 
 9865, 16106, 2112.546, 3776.206, 116.445, 225.138 
 9866, 16107, 2112.546, 3776.206, 116.445, 1072.850 
 9867, 16718, 2151.248, 3745.352, 113.579, 277.433 
 9868, 16723, 2151.248, 3745.352, 113.579, 337.945 
 9869, 18334, 2126.851, 3751.615, 105.356, 180.649 
 9870,  7707, 2117.705, 3757.958, 113.146, 790.054 
 9871,  7708, 2117.705, 3757.958, 113.146, 1112.877 
 9872,  7709, 2117.705, 3757.958, 113.146, 1112.877 
 9873,  7710, 2117.705, 3757.958, 113.146, 193.822 
 9874,  2256, 2188.259, 3702.708, 99.747, 254.636 
 9875,  2259, 2188.259, 3702.708, 99.747, 419.739 
 9876,    31, 2104.825, 3800.365, 110.390, 490.808 
 9877,    32, 2104.825, 3800.365, 110.390, 42.815 
 9878, 11553, 2102.551, 3805.301, 110.524, 472.873 
 9879, 11561, 2102.551, 3805.301, 110.524, 993.851 
 9880, 11562, 2102.551, 3805.301, 110.524, 1115.894 
 9881, 11563, 2102.551, 3805.301, 110.524, 1115.894 
 9882, 11564, 2102.551, 3805.301, 110.524, 1115.894 
 9883, 11565, 2102.551, 3805.301, 110.524, 28.398 
 9884,  3189, 2105.104, 3800.065, 108.987, 991.722 
 9885,  9105, 2227.116, 2287.191, 172.262, 338.753 
 9886, 10050, 2208.661, 2272.893, 178.015, 1039.468 
 9887, 10051, 2208.661, 2272.893, 178.015, 451.554 
 9888,  1729, 2255.348, 2291.623, 173.516, 564.956 
 9889,  1730, 2255.348, 2291.623, 173.516, 179.220 
 9890,  4071, 2212.194, 2292.066, 190.635, 377.050 
 9891,  4072, 2212.194, 2292.066, 190.635, 441.649 
 9892, 10374, 2235.427, 2294.656, 172.793, 566.902 
 9893, 10375, 2235.427, 2294.656, 172.793, 57.882 
 9894,  3145, 2238.138, 2285.449, 177.939, 314.063 
 9895,  3146, 2238.138, 2285.449, 177.939, 1074.598 
 9896,  3147, 2238.138, 2285.449, 177.939, 39.857 
 9897, 12628, 2236.857, 2281.458, 178.877, 453.663 
 9898, 12629, 2236.857, 2281.458, 178.877, 1071.536 
 9899, 12630, 2236.857, 2281.458, 178.877, 1071.536 
 9900, 12631, 2236.857, 2281.458, 178.877, 797.722 
 9901, 12638, 2236.857, 2281.458, 178.877, 379.125 
